Files,Before,Size,After,Time
0,171808894976,7987200,171861323776,0.004694
0,171861323776,7936000,171913752576,0.004701
0,171913752576,7884800,171966181376,0.004692
0,171966181376,7833600,172018610176,0.00473
0,172018610176,7782400,172071038976,0.004666
0,172071038976,7731200,172123467776,0.004753
0,172123467776,7680000,172175896576,0.004848
0,172175896576,7628800,172228325376,0.004967
0,172228325376,7577600,172280754176,0.004837
0,172280754176,7526400,172333182976,0.005008
0,172333182976,7475200,172385611776,0.004399
0,172385611776,7424000,172438040576,0.004172
0,172438040576,7372800,172490469376,0.004168
0,172490469376,7321600,172542898176,0.004192
0,172542894080,7270400,172595322880,0.004176
0,172595322880,7219200,172647751680,0.004157
0,172647751680,7168000,172700180480,0.004148
0,172700180480,7116800,172752609280,0.004172
0,172752609280,7065600,172805038080,0.004182
0,172805038080,7014400,172857466880,0.004191
0,172857466880,6963200,172909895680,0.004154
0,172909895680,6912000,172962324480,0.004189
0,172962324480,6860800,173014753280,0.004181
0,173014753280,6809600,173067182080,0.004225
0,173067182080,6758400,173119610880,0.004179
0,173119610880,6707200,173172039680,0.004196
0,173172039680,6656000,173224468480,0.004197
0,173224468480,6604800,173276897280,0.004215
0,173276897280,6553600,173329326080,0.00425
0,173329326080,6502400,173381754880,0.004226
0,173381754880,6451200,173434183680,0.004214
0,173434183680,6400000,173486612480,0.004217
0,173486612480,6348800,173539041280,0.004209
0,173539041280,6297600,173591470080,0.004238
0,173591470080,6246400,173643898880,0.004265
0,173643898880,6195200,173696327680,0.00427
0,173696327680,6144000,173748756480,0.004287
0,173748756480,6092800,173801185280,0.004261
0,173801185280,6041600,173853614080,0.004292
0,173853614080,5990400,173906042880,0.004269
0,173906042880,5939200,173958471680,0.004269
0,173958471680,5888000,174010900480,0.004267
0,174010900480,5836800,174063329280,0.004291
0,174063329280,5785600,174115758080,0.004265
0,174115758080,5734400,174168186880,0.004278
0,174168186880,5683200,174220615680,0.004318
0,174220615680,5632000,174273044480,0.004267
0,174273044480,5580800,174325473280,0.004253
0,174325473280,5529600,174377902080,0.004315
0,174377902080,5478400,174430330880,0.004294
0,174430330880,5427200,174482759680,0.004277
0,174482759680,5376000,174535188480,0.004266
0,174535188480,5324800,174587617280,0.004267
0,174587617280,5273600,174640046080,0.004346
0,174640046080,5222400,174692474880,0.004288
0,174692474880,5171200,174744903680,0.004357
0,174744903680,5120000,174797332480,0.004266
0,174797332480,5068800,174849761280,0.004324
0,174849761280,5017600,174902190080,0.00426
0,174902190080,4966400,174954618880,0.004278
0,174954618880,4915200,175007047680,0.004344
0,175007047680,4864000,175059476480,0.004526
0,175059476480,4812800,175111905280,0.004531
0,175111905280,4761600,175164334080,0.004554
0,175164334080,4710400,175216762880,0.00457
0,175216762880,4659200,175269191680,0.00454
0,175269191680,4608000,175321620480,0.004578
0,175321620480,4556800,175374049280,0.004591
0,175374049280,4505600,175426478080,0.004619
0,175426478080,4454400,175478906880,0.004592
0,175478906880,4403200,175531335680,0.00451
0,175531335680,4352000,175583764480,0.004581
0,175583764480,4300800,175636193280,0.004589
0,175636193280,4249600,175688622080,0.004589
0,175688622080,4198400,175741050880,0.004572
0,175741050880,4147200,175793479680,0.004604
0,175793479680,4096000,175845908480,0.00454
0,175845908480,4044800,175898337280,0.004573
0,175898337280,3993600,175950766080,0.004599
0,175950766080,3942400,176003194880,0.004541
0,176003194880,3891200,176055623680,0.004594
0,176055623680,3840000,176108052480,0.004583
0,176108052480,3788800,176160481280,0.004571
0,176160481280,3737600,176212910080,0.004564
0,176212910080,3686400,176265338880,0.004588
0,176265338880,3635200,176317767680,0.00462
0,176317767680,3584000,176370196480,0.00458
0,176370196480,3532800,176422625280,0.004595
0,176422625280,3481600,176475054080,0.004596
0,176475054080,3430400,176527482880,0.004523
0,176527482880,3379200,176579911680,0.004575
0,176579911680,3328000,176632340480,0.00455
0,176632340480,3276800,176684769280,0.004539
0,176684769280,3225600,176737198080,0.004555
0,176737198080,3174400,176789626880,0.004579
0,176789626880,3123200,176842055680,0.004862
0,176842055680,3072000,176894484480,0.004619
0,176894484480,3020800,176946913280,0.004586
0,176946913280,2969600,176999342080,0.004624
0,176999342080,2918400,177051770880,0.004587
0,177051770880,2867200,177104199680,0.004602
0,177104199680,2816000,177156628480,0.004599
0,177156628480,2764800,177209057280,0.004642
0,177209057280,2713600,177261486080,0.004888
0,177261486080,2662400,177313914880,0.004814
0,177313910784,2611200,177366339584,0.004806
0,177366339584,2560000,177418768384,0.004822
0,177418768384,2508800,177471197184,0.004796
0,177471197184,2457600,177523625984,0.004835
0,177523625984,2406400,177576054784,0.004817
0,177576054784,2355200,177628483584,0.004833
0,177628483584,2304000,177680912384,0.004846
0,177680912384,2252800,177733341184,0.004765
0,177733341184,2201600,177785769984,0.004771
0,177785769984,2150400,177838198784,0.004735
0,177838198784,2099200,177890627584,0.004787
0,177890627584,2048000,177943056384,0.004789
0,177943056384,1996800,177995485184,0.004785
0,177995485184,1945600,178047913984,0.004789
0,178047913984,1894400,178100342784,0.004773
0,178100342784,1843200,178152771584,0.004768
0,178152771584,1792000,178205200384,0.004791
0,178205200384,1740800,178257629184,0.00476
0,178257629184,1689600,178310057984,0.004848
0,178310057984,1638400,178362486784,0.004736
0,178362486784,1587200,178414915584,0.004772
0,178414915584,1536000,178467344384,0.004803
0,178467344384,1484800,178519773184,0.004765
0,178519773184,1433600,178572201984,0.004907
0,178572201984,1382400,178624630784,0.004802
0,178624630784,1331200,178677059584,0.004878
0,178677059584,1280000,178729488384,0.004769
0,178729488384,1228800,178781917184,0.00479
0,178781917184,1177600,178834345984,0.004821
0,178834345984,1126400,178886774784,0.004754
0,178886774784,1075200,178939203584,0.00478
0,178939203584,1024000,178991632384,0.004765
0,178991632384,972800,179044061184,0.004757
0,179044061184,921600,179096489984,0.004812
0,179096489984,870400,179148918784,0.00481
0,179148918784,819200,179201347584,0.005184
0,179201347584,768000,179253776384,0.005227
0,179253776384,716800,179306205184,0.005208
0,179306205184,665600,179358633984,0.005218
0,179358633984,614400,179411062784,0.005193
0,179411062784,563200,179463491584,0.00522
0,179463491584,512000,179515920384,0.005208
